Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
10 Cáceres;16-64 años;Españoles;Mujeres;2020;116.563
10 Cáceres;16-64 años;Españoles;Mujeres;2019;117.620
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2021;10.545
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2020;10.621
10 Cáceres;16-64 años;Extranjeros;Ambos sexos;2019;10.286
10 Cáceres;16-64 años;Extranjeros;Hombres;2021;5.202
10 Cáceres;16-64 años;Extranjeros;Hombres;2020;5.280
10 Cáceres;16-64 años;Extranjeros;Hombres;2019;5.182
10 Cáceres;16-64 años;Extranjeros;Mujeres;2021;5.343
10 Cáceres;16-64 años;Extranjeros;Mujeres;2020;5.341
10 Cáceres;16-64 años;Extranjeros;Mujeres;2019;5.104
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2021;4,25
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2020;4,26
10 Cáceres;16-64 años;% Extranjeros;Ambos sexos;2019;4,09
10 Cáceres;16-64 años;% Extranjeros;Hombres;2021;4,10
10 Cáceres;16-64 años;% Extranjeros;Hombres;2020;4,14
10 Cáceres;16-64 años;% Extranjeros;Hombres;2019;4,02
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2021;4,40
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2020;4,38
10 Cáceres;16-64 años;% Extranjeros;Mujeres;2019;4,16
10 Cáceres;65 y más;TOTAL;Ambos sexos;2021;91.364
10 Cáceres;65 y más;TOTAL;Ambos sexos;2020;91.254
10 Cáceres;65 y más;TOTAL;Ambos sexos;2019;90.452
10 Cáceres;65 y más;TOTAL;Hombres;2021;40.472
10 Cáceres;65 y más;TOTAL;Hombres;2020;40.250
10 Cáceres;65 y más;TOTAL;Hombres;2019;39.706
10 Cáceres;65 y más;TOTAL;Mujeres;2021;50.892
10 Cáceres;65 y más;TOTAL;Mujeres;2020;51.004
10 Cáceres;65 y más;TOTAL;Mujeres;2019;50.746
10 Cáceres;65 y más;Españoles;Ambos sexos;2021;90.441
10 Cáceres;65 y más;Españoles;Ambos sexos;2020;90.384
10 Cáceres;65 y más;Españoles;Ambos sexos;2019;89.671
10 Cáceres;65 y más;Españoles;Hombres;2021;39.996
10 Cáceres;65 y más;Españoles;Hombres;2020;39.810
10 Cáceres;65 y más;Españoles;Hombres;2019;39.306
10 Cáceres;65 y más;Españoles;Mujeres;2021;50.445
10 Cáceres;65 y más;Españoles;Mujeres;2020;50.574
10 Cáceres;65 y más;Españoles;Mujeres;2019;50.365
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2021;923
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2020;870
10 Cáceres;65 y más;Extranjeros;Ambos sexos;2019;781
10 Cáceres;65 y más;Extranjeros;Hombres;2021;476
10 Cáceres;65 y más;Extranjeros;Hombres;2020;440
10 Cáceres;65 y más;Extranjeros;Hombres;2019;400
10 Cáceres;65 y más;Extranjeros;Mujeres;2021;447
10 Cáceres;65 y más;Extranjeros;Mujeres;2020;430
10 Cáceres;65 y más;Extranjeros;Mujeres;2019;381
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2021;1,01
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2020;0,95
10 Cáceres;65 y más;% Extranjeros;Ambos sexos;2019;0,86
10 Cáceres;65 y más;% Extranjeros;Hombres;2021;1,18
10 Cáceres;65 y más;% Extranjeros;Hombres;2020;1,09
10 Cáceres;65 y más;% Extranjeros;Hombres;2019;1,01
10 Cáceres;65 y más;% Extranjeros;Mujeres;2021;0,88
10 Cáceres;65 y más;% Extranjeros;Mujeres;2020;0,84
10 Cáceres;65 y más;% Extranjeros;Mujeres;2019;0,75
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.245.960
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.244.049
11 Cádiz;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.240.155
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2021;614.084
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2020;613.561
11 Cádiz;TOTAL EDADES;TOTAL;Hombres;2019;611.791
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2021;631.876
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2020;630.488
11 Cádiz;TOTAL EDADES;TOTAL;Mujeres;2019;628.364
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2021;1.195.351
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2020;1.194.579
11 Cádiz;TOTAL EDADES;Españoles;Ambos sexos;2019;1.194.830
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2021;588.916
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2020;588.954
11 Cádiz;TOTAL EDADES;Españoles;Hombres;2019;589.294
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2021;606.435
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2020;605.625
11 Cádiz;TOTAL EDADES;Españoles;Mujeres;2019;605.536
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2021;50.609
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2020;49.470
11 Cádiz;TOTAL EDADES;Extranjeros;Ambos sexos;2019;45.325
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2021;25.168
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2020;24.607
11 Cádiz;TOTAL EDADES;Extranjeros;Hombres;2019;22.497
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2021;25.441
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2020;24.863
11 Cádiz;TOTAL EDADES;Extranjeros;Mujeres;2019;22.828
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;4,06
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,98
11 Cádiz;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;3,65
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2021;4,10
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2020;4,01
11 Cádiz;TOTAL EDADES;% Extranjeros;Hombres;2019;3,68
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2021;4,03
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2020;3,94
11 Cádiz;TOTAL EDADES;% Extranjeros;Mujeres;2019;3,63
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2021;203.629
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2020;208.727
11 Cádiz;0-15 años;TOTAL;Ambos sexos;2019;212.051
11 Cádiz;0-15 años;TOTAL;Hombres;2021;104.623
11 Cádiz;0-15 años;TOTAL;Hombres;2020;107.465
11 Cádiz;0-15 años;TOTAL;Hombres;2019;109.164
11 Cádiz;0-15 años;TOTAL;Mujeres;2021;99.006
11 Cádiz;0-15 años;TOTAL;Mujeres;2020;101.262
11 Cádiz;0-15 años;TOTAL;Mujeres;2019;102.887
11 Cádiz;0-15 años;Españoles;Ambos sexos;2021;196.595
11 Cádiz;0-15 años;Españoles;Ambos sexos;2020;201.511
11 Cádiz;0-15 años;Españoles;Ambos sexos;2019;205.369
11 Cádiz;0-15 años;Españoles;Hombres;2021;101.111
11 Cádiz;0-15 años;Españoles;Hombres;2020;103.829
11 Cádiz;0-15 años;Españoles;Hombres;2019;105.764
11 Cádiz;0-15 años;Españoles;Mujeres;2021;95.484
11 Cádiz;0-15 años;Españoles;Mujeres;2020;97.682
11 Cádiz;0-15 años;Españoles;Mujeres;2019;99.605
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2021;7.034
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2020;7.216
11 Cádiz;0-15 años;Extranjeros;Ambos sexos;2019;6.682
11 Cádiz;0-15 años;Extranjeros;Hombres;2021;3.512
11 Cádiz;0-15 años;Extranjeros;Hombres;2020;3.636
11 Cádiz;0-15 años;Extranjeros;Hombres;2019;3.400
11 Cádiz;0-15 años;Extranjeros;Mujeres;2021;3.522
11 Cádiz;0-15 años;Extranjeros;Mujeres;2020;3.580
11 Cádiz;0-15 años;Extranjeros;Mujeres;2019;3.282
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2021;3,45
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2020;3,46
11 Cádiz;0-15 años;% Extranjeros;Ambos sexos;2019;3,15
11 Cádiz;0-15 años;% Extranjeros;Hombres;2021;3,36
11 Cádiz;0-15 años;% Extranjeros;Hombres;2020;3,38
11 Cádiz;0-15 años;% Extranjeros;Hombres;2019;3,11
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2021;3,56
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2020;3,54
11 Cádiz;0-15 años;% Extranjeros;Mujeres;2019;3,19
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2021;827.841
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2020;825.930
11 Cádiz;16-64 años;TOTAL;Ambos sexos;2019;823.807
11 Cádiz;16-64 años;TOTAL;Hombres;2021;414.950
11 Cádiz;16-64 años;TOTAL;Hombres;2020;414.004
11 Cádiz;16-64 años;TOTAL;Hombres;2019;412.934
11 Cádiz;16-64 años;TOTAL;Mujeres;2021;412.891
11 Cádiz;16-64 años;TOTAL;Mujeres;2020;411.926
11 Cádiz;16-64 años;TOTAL;Mujeres;2019;410.873
11 Cádiz;16-64 años;Españoles;Ambos sexos;2021;788.739
11 Cádiz;16-64 años;Españoles;Ambos sexos;2020;787.870
11 Cádiz;16-64 años;Españoles;Ambos sexos;2019;788.994
11 Cádiz;16-64 años;Españoles;Hombres;2021;395.620
11 Cádiz;16-64 años;Españoles;Hombres;2020;395.194
11 Cádiz;16-64 años;Españoles;Hombres;2019;395.813
11 Cádiz;16-64 años;Españoles;Mujeres;2021;393.119
11 Cádiz;16-64 años;Españoles;Mujeres;2020;392.676
11 Cádiz;16-64 años;Españoles;Mujeres;2019;393.181
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2021;39.102
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2020;38.060
11 Cádiz;16-64 años;Extranjeros;Ambos sexos;2019;34.813
11 Cádiz;16-64 años;Extranjeros;Hombres;2021;19.330
11 Cádiz;16-64 años;Extranjeros;Hombres;2020;18.810
11 Cádiz;16-64 años;Extranjeros;Hombres;2019;17.121
11 Cádiz;16-64 años;Extranjeros;Mujeres;2021;19.772
11 Cádiz;16-64 años;Extranjeros;Mujeres;2020;19.250
11 Cádiz;16-64 años;Extranjeros;Mujeres;2019;17.692
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2021;4,72
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2020;4,61
11 Cádiz;16-64 años;% Extranjeros;Ambos sexos;2019;4,23
11 Cádiz;16-64 años;% Extranjeros;Hombres;2021;4,66
11 Cádiz;16-64 años;% Extranjeros;Hombres;2020;4,54
11 Cádiz;16-64 años;% Extranjeros;Hombres;2019;4,15
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2021;4,79
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2020;4,67
11 Cádiz;16-64 años;% Extranjeros;Mujeres;2019;4,31
11 Cádiz;65 y más;TOTAL;Ambos sexos;2021;214.490
11 Cádiz;65 y más;TOTAL;Ambos sexos;2020;209.392
11 Cádiz;65 y más;TOTAL;Ambos sexos;2019;204.297
11 Cádiz;65 y más;TOTAL;Hombres;2021;94.511
11 Cádiz;65 y más;TOTAL;Hombres;2020;92.092
11 Cádiz;65 y más;TOTAL;Hombres;2019;89.693
11 Cádiz;65 y más;TOTAL;Mujeres;2021;119.979
11 Cádiz;65 y más;TOTAL;Mujeres;2020;117.300
11 Cádiz;65 y más;TOTAL;Mujeres;2019;114.604
11 Cádiz;65 y más;Españoles;Ambos sexos;2021;210.017
11 Cádiz;65 y más;Españoles;Ambos sexos;2020;205.198
11 Cádiz;65 y más;Españoles;Ambos sexos;2019;200.467
11 Cádiz;65 y más;Españoles;Hombres;2021;92.185
11 Cádiz;65 y más;Españoles;Hombres;2020;89.931
11 Cádiz;65 y más;Españoles;Hombres;2019;87.717
11 Cádiz;65 y más;Españoles;Mujeres;2021;117.832
11 Cádiz;65 y más;Españoles;Mujeres;2020;115.267
11 Cádiz;65 y más;Españoles;Mujeres;2019;112.750
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2021;4.473
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2020;4.194
11 Cádiz;65 y más;Extranjeros;Ambos sexos;2019;3.830
11 Cádiz;65 y más;Extranjeros;Hombres;2021;2.326
11 Cádiz;65 y más;Extranjeros;Hombres;2020;2.161
11 Cádiz;65 y más;Extranjeros;Hombres;2019;1.976
11 Cádiz;65 y más;Extranjeros;Mujeres;2021;2.147
11 Cádiz;65 y más;Extranjeros;Mujeres;2020;2.033
11 Cádiz;65 y más;Extranjeros;Mujeres;2019;1.854
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2021;2,09
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2020;2,00
11 Cádiz;65 y más;% Extranjeros;Ambos sexos;2019;1,87
11 Cádiz;65 y más;% Extranjeros;Hombres;2021;2,46
11 Cádiz;65 y más;% Extranjeros;Hombres;2020;2,35
11 Cádiz;65 y más;% Extranjeros;Hombres;2019;2,20
11 Cádiz;65 y más;% Extranjeros;Mujeres;2021;1,79
11 Cádiz;65 y más;% Extranjeros;Mujeres;2020;1,73
11 Cádiz;65 y más;% Extranjeros;Mujeres;2019;1,62
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2021;584.507
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2020;582.905
39 Cantabria;TOTAL EDADES;TOTAL;Ambos sexos;2019;581.078
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2021;283.378
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2020;282.559
39 Cantabria;TOTAL EDADES;TOTAL;Hombres;2019;281.801
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2021;301.129
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2020;300.346
39 Cantabria;TOTAL EDADES;TOTAL;Mujeres;2019;299.277
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2021;548.340
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2020;547.009
39 Cantabria;TOTAL EDADES;Españoles;Ambos sexos;2019;548.295
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2021;266.157
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2020;265.457
39 Cantabria;TOTAL EDADES;Españoles;Hombres;2019;266.090
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2021;282.183
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2020;281.552
39 Cantabria;TOTAL EDADES;Españoles;Mujeres;2019;282.205
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2021;36.167
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2020;35.896
39 Cantabria;TOTAL EDADES;Extranjeros;Ambos sexos;2019;32.783
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2021;17.221
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2020;17.102
39 Cantabria;TOTAL EDADES;Extranjeros;Hombres;2019;15.711
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2021;18.946
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2020;18.794
39 Cantabria;TOTAL EDADES;Extranjeros;Mujeres;2019;17.072
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;6,19
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;6,16
39 Cantabria;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;5,64
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2021;6,08
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2020;6,05
39 Cantabria;TOTAL EDADES;% Extranjeros;Hombres;2019;5,58
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2021;6,29
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2020;6,26
39 Cantabria;TOTAL EDADES;% Extranjeros;Mujeres;2019;5,70
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2021;79.966
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2020;81.521
39 Cantabria;0-15 años;TOTAL;Ambos sexos;2019;82.550
39 Cantabria;0-15 años;TOTAL;Hombres;2021;40.972
39 Cantabria;0-15 años;TOTAL;Hombres;2020;41.699
39 Cantabria;0-15 años;TOTAL;Hombres;2019;42.223
39 Cantabria;0-15 años;TOTAL;Mujeres;2021;38.994
39 Cantabria;0-15 años;TOTAL;Mujeres;2020;39.822
39 Cantabria;0-15 años;TOTAL;Mujeres;2019;40.327
39 Cantabria;0-15 años;Españoles;Ambos sexos;2021;74.849
39 Cantabria;0-15 años;Españoles;Ambos sexos;2020;76.367
39 Cantabria;0-15 años;Españoles;Ambos sexos;2019;77.828
39 Cantabria;0-15 años;Españoles;Hombres;2021;38.393
39 Cantabria;0-15 años;Españoles;Hombres;2020;39.084
39 Cantabria;0-15 años;Españoles;Hombres;2019;39.805
39 Cantabria;0-15 años;Españoles;Mujeres;2021;36.456
39 Cantabria;0-15 años;Españoles;Mujeres;2020;37.283
39 Cantabria;0-15 años;Españoles;Mujeres;2019;38.023
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2021;5.117
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2020;5.154
39 Cantabria;0-15 años;Extranjeros;Ambos sexos;2019;4.722
39 Cantabria;0-15 años;Extranjeros;Hombres;2021;2.579
39 Cantabria;0-15 años;Extranjeros;Hombres;2020;2.615
39 Cantabria;0-15 años;Extranjeros;Hombres;2019;2.418
39 Cantabria;0-15 años;Extranjeros;Mujeres;2021;2.538
39 Cantabria;0-15 años;Extranjeros;Mujeres;2020;2.539
39 Cantabria;0-15 años;Extranjeros;Mujeres;2019;2.304
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2021;6,40
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2020;6,32
39 Cantabria;0-15 años;% Extranjeros;Ambos sexos;2019;5,72
39 Cantabria;0-15 años;% Extranjeros;Hombres;2021;6,29
39 Cantabria;0-15 años;% Extranjeros;Hombres;2020;6,27
39 Cantabria;0-15 años;% Extranjeros;Hombres;2019;5,73
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2021;6,51
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2020;6,38
39 Cantabria;0-15 años;% Extranjeros;Mujeres;2019;5,71
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2021;372.525
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2020;371.959
39 Cantabria;16-64 años;TOTAL;Ambos sexos;2019;371.628
39 Cantabria;16-64 años;TOTAL;Hombres;2021;185.867
39 Cantabria;16-64 años;TOTAL;Hombres;2020;185.701
39 Cantabria;16-64 años;TOTAL;Hombres;2019;185.546
39 Cantabria;16-64 años;TOTAL;Mujeres;2021;186.658
39 Cantabria;16-64 años;TOTAL;Mujeres;2020;186.258
39 Cantabria;16-64 años;TOTAL;Mujeres;2019;186.082
39 Cantabria;16-64 años;Españoles;Ambos sexos;2021;343.306
39 Cantabria;16-64 años;Españoles;Ambos sexos;2020;342.917
39 Cantabria;16-64 años;Españoles;Ambos sexos;2019;345.037
39 Cantabria;16-64 años;Españoles;Hombres;2021;171.958
39 Cantabria;16-64 años;Españoles;Hombres;2020;171.882
39 Cantabria;16-64 años;Españoles;Hombres;2019;172.824
39 Cantabria;16-64 años;Españoles;Mujeres;2021;171.348
39 Cantabria;16-64 años;Españoles;Mujeres;2020;171.035
39 Cantabria;16-64 años;Españoles;Mujeres;2019;172.213
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2021;29.219
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2020;29.042
39 Cantabria;16-64 años;Extranjeros;Ambos sexos;2019;26.591
39 Cantabria;16-64 años;Extranjeros;Hombres;2021;13.909
39 Cantabria;16-64 años;Extranjeros;Hombres;2020;13.819
39 Cantabria;16-64 años;Extranjeros;Hombres;2019;12.722
39 Cantabria;16-64 años;Extranjeros;Mujeres;2021;15.310
39 Cantabria;16-64 años;Extranjeros;Mujeres;2020;15.223
39 Cantabria;16-64 años;Extranjeros;Mujeres;2019;13.869
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2021;7,84
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2020;7,81
39 Cantabria;16-64 años;% Extranjeros;Ambos sexos;2019;7,16
39 Cantabria;16-64 años;% Extranjeros;Hombres;2021;7,48
39 Cantabria;16-64 años;% Extranjeros;Hombres;2020;7,44
39 Cantabria;16-64 años;% Extranjeros;Hombres;2019;6,86
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2021;8,20
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2020;8,17
39 Cantabria;16-64 años;% Extranjeros;Mujeres;2019;7,45
39 Cantabria;65 y más;TOTAL;Ambos sexos;2021;132.016
39 Cantabria;65 y más;TOTAL;Ambos sexos;2020;129.425
39 Cantabria;65 y más;TOTAL;Ambos sexos;2019;126.900
39 Cantabria;65 y más;TOTAL;Hombres;2021;56.539
39 Cantabria;65 y más;TOTAL;Hombres;2020;55.159
39 Cantabria;65 y más;TOTAL;Hombres;2019;54.032
39 Cantabria;65 y más;TOTAL;Mujeres;2021;75.477
39 Cantabria;65 y más;TOTAL;Mujeres;2020;74.266
39 Cantabria;65 y más;TOTAL;Mujeres;2019;72.868
39 Cantabria;65 y más;Españoles;Ambos sexos;2021;130.185
39 Cantabria;65 y más;Españoles;Ambos sexos;2020;127.725
39 Cantabria;65 y más;Españoles;Ambos sexos;2019;125.430
39 Cantabria;65 y más;Españoles;Hombres;2021;55.806
39 Cantabria;65 y más;Españoles;Hombres;2020;54.491
39 Cantabria;65 y más;Españoles;Hombres;2019;53.461
39 Cantabria;65 y más;Españoles;Mujeres;2021;74.379
39 Cantabria;65 y más;Españoles;Mujeres;2020;73.234
39 Cantabria;65 y más;Españoles;Mujeres;2019;71.969
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2021;1.831
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2020;1.700
39 Cantabria;65 y más;Extranjeros;Ambos sexos;2019;1.470
39 Cantabria;65 y más;Extranjeros;Hombres;2021;733
39 Cantabria;65 y más;Extranjeros;Hombres;2020;668
39 Cantabria;65 y más;Extranjeros;Hombres;2019;571
39 Cantabria;65 y más;Extranjeros;Mujeres;2021;1.098
39 Cantabria;65 y más;Extranjeros;Mujeres;2020;1.032
39 Cantabria;65 y más;Extranjeros;Mujeres;2019;899
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2021;1,39
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2020;1,31
39 Cantabria;65 y más;% Extranjeros;Ambos sexos;2019;1,16
39 Cantabria;65 y más;% Extranjeros;Hombres;2021;1,30
39 Cantabria;65 y más;% Extranjeros;Hombres;2020;1,21
39 Cantabria;65 y más;% Extranjeros;Hombres;2019;1,06
39 Cantabria;65 y más;% Extranjeros;Mujeres;2021;1,45
39 Cantabria;65 y más;% Extranjeros;Mujeres;2020;1,39
39 Cantabria;65 y más;% Extranjeros;Mujeres;2019;1,23
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2021;587.064
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2020;585.590
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Ambos sexos;2019;579.962
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2021;291.415
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2020;290.799
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Hombres;2019;288.077
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2021;295.649
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2020;294.791
12 Castellón/Castelló;TOTAL EDADES;TOTAL;Mujeres;2019;291.885
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2021;497.919
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2020;496.598
12 Castellón/Castelló;TOTAL EDADES;Españoles;Ambos sexos;2019;495.851
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2021;247.218
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2020;246.623
12 Castellón/Castelló;TOTAL EDADES;Españoles;Hombres;2019;246.244
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2021;250.701
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2020;249.975
12 Castellón/Castelló;TOTAL EDADES;Españoles;Mujeres;2019;249.607
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2021;89.145
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2020;88.992
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Ambos sexos;2019;84.111
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2021;44.197
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2020;44.176
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Hombres;2019;41.833
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2021;44.948
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2020;44.816
12 Castellón/Castelló;TOTAL EDADES;Extranjeros;Mujeres;2019;42.278
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;15,18
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;15,20
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;14,50
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2021;15,17
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2020;15,19
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Hombres;2019;14,52
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2021;15,20
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2020;15,20
12 Castellón/Castelló;TOTAL EDADES;% Extranjeros;Mujeres;2019;14,48
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2021;91.032
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2020;92.506
12 Castellón/Castelló;0-15 años;TOTAL;Ambos sexos;2019;92.953
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2021;47.028
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2020;47.809
12 Castellón/Castelló;0-15 años;TOTAL;Hombres;2019;48.012
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2021;44.004
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2020;44.697
12 Castellón/Castelló;0-15 años;TOTAL;Mujeres;2019;44.941
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2021;75.722
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2020;76.877
12 Castellón/Castelló;0-15 años;Españoles;Ambos sexos;2019;77.805
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2021;38.979
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2020;39.596
12 Castellón/Castelló;0-15 años;Españoles;Hombres;2019;40.054
12 Castellón/Castelló;0-15 años;Españoles;Mujeres;2021;36.743
12 Castellón/Castelló;0-15 años;Españoles;Mujeres;2020;37.281
